date,home,hscore,road,rscore,line,lineavg,linesag,linesage,linesagp,linesaggm,linemoore,lineopen,linedok,linefox,std,linepugh,linedonc,neutral,linetalis,lineespn,linepir,linepiw,linepib,line7ot,lineer,linedd,linemassey,linedunk,lineround,lineteamrnks
11/07/2022,Bowling Green,62,Air Force,58,3,5.83,8.43,8.43,8.43,8.43,6.82,2,8.38,6,2.66,0.68,5.5,0,3.1,5.59,,,,4,,,3.01,,,3
11/07/2022,Buffalo,88,Colgate,87,-3,2.59,5.02,5.02,5.02,5.02,-4.49,-2.5,5.99,3,3.31,0.28,5,0,2.4,-1.61,,,,4,,,4.21,,,-1.2
11/07/2022,Butler,89,New Orleans,53,18.5,15.99,19.14,19.14,19.14,19.14,7.9,16,22.71,13,4.07,16.14,13.1,0,10.5,16.3,,,,4,,,15.31,,,16.3
11/07/2022,California,65,UC Davis,75,6,9.34,9.46,9.46,9.46,9.46,5.72,7,10.3,10,1.57,9.49,9.5,0,12.3,9.08,,,,4,,,10.21,,,7
11/07/2022,California Baptist,64,Long Beach St.,79,4.5,2.31,2.9,2.9,2.9,2.9,-0.95,4,3.57,1,1.83,3.47,0.9,0,1.4,3.21,,,,4,,,-0.2,,,6
11/07/2022,Canisius,81,Youngstown St.,92,-3.5,1.48,0.78,0.78,0.78,0.78,3.86,-1.5,3.84,3,1.8,-1.08,-0.4,0,4.1,-0.11,,,,4,,,2.81,,,0.1
11/07/2022,Central Florida,95,NC Asheville,98,9,10.77,13.15,13.15,13.15,13.15,0.97,11,16.11,7,3.91,12.02,12.8,0,8.4,9.96,,,,4,,,12.21,,,8
11/07/2022,Charleston,85,Chattanooga,78,3.5,-0.65,-0.45,-0.45,-0.45,-0.45,-0.3,-1.5,0.9,-2,1.46,-0.47,-3,0,-3.8,0.35,,,,4,,,0.53,,,1.1
11/07/2022,Clemson,80,Citadel,69,18,16.8,17.65,17.65,17.65,17.65,9.92,19.5,20.3,15,2.89,21.9,15.6,0,15.5,14.9,,,,4,,,16.56,,,18.1
11/07/2022,Colorado,82,Cal Riverside,66,11.5,13.84,14.9,14.9,14.9,14.9,8.11,16,15.82,16,2.22,14.62,12.2,0,13.9,10.77,,,,4,,,14.27,,,14.6
11/07/2022,Colorado St.,65,Gardner Webb,63,9.5,12.7,14.32,14.32,14.32,14.32,7.81,10,14.22,13,2.04,11.92,14.8,0,12,10.09,,,,4,,,12.05,,,11.9
11/07/2022,Connecticut,85,Stonehill,54,30,30.72,33.36,33.36,33.36,33.36,,29.5,20.92,,14.82,33.37,0,1,63.3,27.67,,,,4,,,34.5,,,24.7
11/07/2022,Creighton,72,St. Thomas (Mn),60,28,25.19,30.03,30.03,30.03,30.03,18.78,23.5,28.98,25,4.91,23.63,17.9,0,20.9,17.79,,,,4,,,28.45,,,25.9
11/07/2022,Dayton,73,Lindenwood,46,32,31.74,37.22,37.22,37.22,37.22,,29.5,22.55,,13.88,32.56,0,0,57.8,25.94,,,,4,,,30.74,,,30.7
11/07/2022,DePaul,72,Loyola-Maryland,66,14,14.3,14.78,14.78,14.78,14.78,5.95,14.5,11.59,16,2.94,17.44,13,0,15.6,16.19,,,,4,,,14.15,,,16.8
11/07/2022,Denver,68,Idaho,63,10.5,6.96,6.3,6.3,6.3,6.3,4.18,12.5,6.09,7,2.22,9.35,5.4,0,5.8,11.82,,,,4,,,5.1,,,10.5
11/07/2022,Duke,71,Jacksonville,44,15.5,20.75,23.31,23.31,23.31,23.31,11.99,19.5,27.31,18,4.73,23.7,21.9,0,21.6,10.66,,,,4,,,21.79,,,19.5
11/07/2022,Florida,81,Stony Brook,45,24.5,18.26,18,18,18,18,11.06,22,20.91,17,3.39,25.51,15.9,0,17.9,18.47,,,,4,,,16.47,,,22.2
11/07/2022,Florida International,77,Houston Christian,66,13,9.94,12.75,12.75,12.75,12.75,2.23,10,11.64,7,3.13,9.98,11.8,0,7.3,8.36,,,,4,,,8.92,,,11
11/07/2022,Florida St.,74,Stetson,83,18,20.77,26.69,26.69,26.69,26.69,12.91,20.5,25.05,12,5.35,20.1,17.3,0,17.4,17.41,,,,4,,,18.13,,,22.9
11/07/2022,Fordham,88,Dartmouth,74,6,4.64,5.41,5.41,5.41,5.41,4.39,4.5,2.58,2,1.46,2.79,6.5,0,4.6,6.35,,,,4,,,3.72,,,5.7
11/07/2022,Georgia,68,Western Carolina,55,13.5,12.14,12.99,12.99,12.99,12.99,8.93,14.5,10.52,10,2.82,18.78,10.3,0,8.9,13.75,,,,4,,,9.67,,,15
11/07/2022,Gonzaga,104,North Florida,63,29,29.7,29.37,29.37,29.37,29.37,25.9,27,39.6,30,3.99,34.45,28.4,0,31.3,22.92,,,,4,,,28.07,,,28
11/07/2022,Grand Canyon,60,Montana St.,54,6.5,7.7,8.05,8.05,8.05,8.05,8.58,7.5,7.47,7,1.62,11.5,5.6,0,6,6.67,,,,4,,,5.73,,,9.4
11/07/2022,Holy Cross,68,Siena,75,-3.5,-3.9,-3.11,-3.11,-3.11,-3.11,-0.26,-1,-8.21,-4,2.24,-4.02,-6.3,0,-6.6,-1.18,,,,4,,,-5.51,,,-2.2
11/07/2022,Houston,83,Northern Colorado,36,23.5,23.54,21.03,21.03,21.03,21.03,17.23,21.5,25.28,29,3.91,30.84,22.7,0,28.9,23.43,,,,4,,,22.04,,,22.5
11/07/2022,Illinois,87,Eastern Illinois,57,32,32.25,34.71,34.71,34.71,34.71,20.76,29.5,33.84,36,5.69,38.83,32.2,0,38.1,21,,,,4,,,30.22,,,29.5
11/07/2022,Illinois St.,68,Western Illinois,71,9.5,8.35,8.54,8.54,8.54,8.54,1.7,6.5,8.11,8,2.94,11.12,6.6,0,4.8,12.11,,,,4,,,8.96,,,13
11/07/2022,Incarnate Word,57,North Dakota,65,-2.5,-0.06,-1.56,-1.56,-1.56,-1.56,-2.91,-3.5,-1.86,2,2.14,-0.25,2.2,0,2,3.87,,,,4,,,-1.43,,,1.8
11/07/2022,Indiana,88,Morehead St.,53,24.5,16.24,18.78,18.78,18.78,18.78,9.33,20,20.62,10,4.24,20.62,11.9,0,13.1,17.04,,,,4,,,12.55,,,20.9
11/07/2022,Indiana St.,80,Wisconsin-Green Bay,53,17.5,12.28,11.81,11.81,11.81,11.81,12.41,18,10.08,11,2.08,16.66,11.7,0,10.9,14.18,,,,4,,,9.64,,,15.8
11/07/2022,Iona,78,Pennsylvania,50,6.5,5.78,0.2,0.2,0.2,0.2,9.18,7,8.24,9,4.42,8.81,10.5,0,12.6,5.78,,,,4,,,6.38,,,3.9
11/07/2022,Iowa,89,Bethune Cookman,58,28.5,29.36,30.36,30.36,30.36,30.36,26.12,24.5,28.24,35,4.75,35.5,29.4,0,33.5,17.31,,,,4,,,30.41,,,24.7
11/07/2022,Iowa St.,88,IUPUI,39,27.5,27.73,24.71,24.71,24.71,24.71,19.25,31.5,29.01,,5.19,37,29.5,0,36.3,24.06,,,,4,,,27.96,,,30.9
11/07/2022,Kansas,89,Nebraska Omaha,64,34,32.66,32.01,32.01,32.01,32.01,23.22,30,33.05,41,5.33,38.92,34.3,0,39.6,23.42,,,,4,,,32.55,,,30.5
11/07/2022,Kansas St.,93,UT Rio Grande Valley,59,18.5,19.92,19.45,19.45,19.45,19.45,14.89,22,19.06,23,2.75,25.32,18.3,0,24,18.75,,,,4,,,17.86,,,20
11/07/2022,Kentucky,95,Howard,63,25.5,27.77,31.25,31.25,31.25,31.25,17.46,26.5,32.98,25,4.57,32.23,25.5,0,24.7,22.66,,,,4,,,27.52,,,28
11/07/2022,Loyola-Chicago,88,Fairleigh Dickinson,82,26,25.04,22.55,22.55,22.55,22.55,21.13,27.5,26.33,30,4.1,34.4,27.1,0,28.7,19.79,,,,4,,,23.52,,,24.3
11/07/2022,Marquette,79,Radford,69,18.5,18.24,18.13,18.13,18.13,18.13,14.47,18.5,19.8,18,2,21.64,17.7,0,21.7,15.57,,,,4,,,17.55,,,18.2
11/07/2022,Maryland,71,Niagara,49,17,16.68,20.69,20.69,20.69,20.69,11.82,16,17.66,15,3.72,17.09,13.1,0,10.7,14,,,,4,,,14.37,,,20.3
11/07/2022,Massachusetts,94,Central Conn. St.,67,17.5,16.69,18.98,18.98,18.98,18.98,7.92,14.5,16.15,18,3.02,18.88,15.7,0,15.7,15.3,,,,4,,,16.06,,,17.3
11/07/2022,Miami-Florida,67,Lafayette,54,27,22.94,24.4,24.4,24.4,24.4,15,23.5,23.97,26,3.19,25.72,21.2,0,23.8,18.59,,,,4,,,21,,,25.3
11/07/2022,Miami-Ohio,74,Evansville,78,6.5,6.38,3.29,3.29,3.29,3.29,6.67,8,7.28,11,2.68,8.64,8.1,0,9.9,7.77,,,,4,,,4.76,,,5.6
11/07/2022,Michigan,75,IPFW,56,15.5,19.49,22.04,22.04,22.04,22.04,13.57,16,25.35,20,4.44,21.54,17.9,0,20,8.44,,,,4,,,21.65,,,16.8
11/07/2022,Michigan St.,73,Northern Arizona,55,21,24.03,26.17,26.17,26.17,26.17,13.58,21.5,27.23,27,4.32,26.83,23.1,0,26.8,16.42,,,,4,,,22.21,,,24.6
11/07/2022,Minnesota,61,Western Michigan,60,9.5,16.2,16.57,16.57,16.57,16.57,9.19,12,16.56,17,3.5,20.38,16,0,22.8,10.67,,,,4,,,17.47,,,14.3
11/07/2022,Mississippi,73,Alcorn St.,58,20,19.78,21.78,21.78,21.78,21.78,16.18,23,22.77,16,3.6,26.62,15.2,0,15.4,17.76,,,,4,,,17.55,,,22.5
11/07/2022,Mississippi St.,63,Texas A&M Corpus,44,15,18.26,18.8,18.8,18.8,18.8,12.99,15.5,22.47,19,2.67,22.23,18.1,0,18.2,13.92,,,,4,,,18.86,,,16.4
11/07/2022,Missouri,97,Southern Indiana,91,19.5,22.37,28.77,28.77,28.77,28.77,,19,13.58,19,10.39,17.65,0,0,42.3,21.66,,,,4,,,19.92,,,19.3
11/07/2022,NC Charlotte,82,Coppin St.,59,10.5,11.59,13.22,13.22,13.22,13.22,6.52,11.5,12.67,11,2.11,12.96,13.3,0,9.3,9.65,,,,4,,,10.34,,,12.1
11/07/2022,Nebraska,79,Maine,66,21,20.33,22.77,22.77,22.77,22.77,10.67,20,19.97,23,3.63,24.57,19.9,0,19.9,16.77,,,,4,,,19.02,,,19.4
11/07/2022,Nevada,84,Utah Tech,71,11.5,15,16.73,16.73,16.73,16.73,11.06,12,15.09,13,1.96,15.8,,0,12.6,15.98,,,,4,,,16.09,,,13.5
11/07/2022,New Mexico,89,Southern Utah,81,7.5,5.38,7.71,7.71,7.71,7.71,-1.34,5,7.08,0.01,3.32,6.77,3.7,0,2.4,8.49,,,,4,,,3.77,,,8.2
11/07/2022,North Carolina,69,NC Wilmington,56,23.5,20.93,22.25,22.25,22.25,22.25,15.65,23.5,27.08,19,3.4,24.39,22.7,0,18.3,15.83,,,,4,,,17.57,,,22.6
11/07/2022,North Carolina St.,99,Austin Peay,50,13,15.84,18.2,18.2,18.2,18.2,11.12,12.5,17.71,15,2.35,17.48,15.2,0,14.3,12.66,,,,4,,,14.65,,,15
11/07/2022,Northern Kentucky,57,Kent St.,79,0,0.15,-1.49,-1.49,-1.49,-1.49,0.37,1.5,0.88,3,1.78,2.12,-1.6,0,-1.3,3.15,,,,4,,,0.38,,,0.9
11/07/2022,Northwestern,85,Chicago St.,54,25,24.82,27.9,27.9,27.9,27.9,20.6,28,26.92,24,4.07,31.02,23,0,25.4,15.92,,,,4,,,22.99,,,21.2
11/07/2022,Ohio St.,91,Robert Morris,53,20.5,23.47,24.99,24.99,24.99,24.99,15.11,22.5,24.22,24,3.4,26.95,24.1,0,26.4,17.38,,,,4,,,24.13,,,22.8
11/07/2022,Oklahoma,51,Sam Houston St.,52,16,15.11,17.37,17.37,17.37,17.37,8.95,17,15.97,11,2.99,18.7,13.7,0,15.2,11.41,,,,4,,,15.43,,,16.6
11/07/2022,Oklahoma St.,77,Texas Arlington,66,20.5,19.55,19.61,19.61,19.61,19.61,21.26,22.5,18.24,18,2.42,25.23,16.2,0,19.8,17.5,,,,4,,,16.94,,,22.5
11/07/2022,Old Dominion,84,Md. Eastern Shore,65,11,14.29,18.67,18.67,18.67,18.67,4.97,11.5,17.79,16,4.72,15.78,14.3,0,8,8.4,,,,4,,,15.01,,,10.9
11/07/2022,Oregon,80,Florida A&M,45,31,25.58,27.02,27.02,27.02,27.02,24.07,0,30.16,21,3.36,31.6,22.8,0,21.6,23.67,,,,4,,,21.78,,,27.8
11/07/2022,Oregon St.,73,Tulsa,70,3,2.99,5.02,5.02,5.02,5.02,5.38,1,3.72,-2,2.7,-0.21,3.3,0,-0.7,5.63,,,,4,,,3.6,,,0.1
11/07/2022,Penn St.,93,Winthrop,68,12,11.74,13.68,13.68,13.68,13.68,6.56,12,9,10,2.84,17.11,9.1,0,11.1,9.72,,,,4,,,11.57,,,13.7
11/07/2022,Pepperdine,106,Rice,67,5,3.64,6.48,6.48,6.48,6.48,6.47,2.5,3.54,0.01,3.76,1.2,-2.9,0,-2.9,8.5,,,,4,,,3.09,,,4.4
11/07/2022,Pittsburgh,80,Tennessee-Martin,58,8.5,14.33,16.88,16.88,16.88,16.88,11.33,15,19.16,11,2.89,15.5,13.3,0,11.5,11.33,,,,4,,,14.71,,,11
11/07/2022,Princeton,77,Hofstra,83,2,3.9,3.55,3.55,3.55,3.55,5.47,3.5,2.4,10,2.12,4.26,3.5,0,4.4,1.15,,,,4,,,2.93,,,2.4
11/07/2022,Queens,83,Marshall,82,-4.5,-9.77,-15.92,-15.92,-15.92,-15.92,,-2,-4.58,-2,8.75,-2.13,0,0,-28.6,-10.26,,,,4,,,-4.23,,,-1.8
11/07/2022,Rhode Island,62,Quinnipiac,67,9,9.37,11.62,11.62,11.62,11.62,3.34,6.5,11.63,7,2.67,11.03,10.6,0,7.5,6.28,,,,4,,,9.49,,,8.5
11/07/2022,Richmond,69,VMI,48,22.5,13.61,15.47,15.47,15.47,15.47,12.37,17.5,13.54,11,2.46,14.56,11,0,8.8,16.02,,,,4,,,11.25,,,16.5
11/07/2022,Rutgers,75,Columbia,35,20,24.42,23.03,23.03,23.03,23.03,20.4,22,29.05,29,3.45,27.22,25.2,0,26.2,16.81,,,,4,,,24.42,,,27
11/07/2022,SMU,77,A&M-Commerce,60,17,23.38,28.28,28.28,28.28,28.28,,17,17.45,27,9.65,22.17,0,0,39.9,20.36,,,,4,,,24.19,,,16.4
11/07/2022,Saint Louis,91,Murray St.,68,13.5,7.86,11.07,11.07,11.07,11.07,9.63,11.5,4.79,2,4.15,9.24,2,0,2.3,11.11,,,,4,,,3.98,,,12.9
11/07/2022,San Diego St.,80,Cal St. Fullerton,57,23,17.78,20.71,20.71,20.71,20.71,13.46,21.5,20.35,15,3.18,18.71,13.8,0,16.3,15.78,,,,4,,,13.52,,,21.4
11/07/2022,San Francisco,90,Texas Southern,77,15,15.18,15.27,15.27,15.27,15.27,4.65,15,19.16,19,4.08,21.56,15.8,0,16.6,12.52,,,,4,,,12.42,,,14.5
11/07/2022,Santa Clara,84,Eastern Washington,72,6.5,9.7,9.65,9.65,9.65,9.65,2.57,8.5,8.82,13,3.19,14.52,11.9,0,13.8,8.38,,,,4,,,6.75,,,7.7
11/07/2022,South Florida,61,SE Missouri St.,64,11,9.5,12.82,12.82,12.82,12.82,3.13,10,9.09,0.01,4.35,10.37,8.3,0,6.3,14.38,,,,4,,,7.59,,,13
11/07/2022,Southern Illinois,94,Arkansas-Little Rock,63,15,12.97,13.5,13.5,13.5,13.5,4.61,17.5,11.18,13,4,22.92,13.3,0,14.8,10.61,,,,4,,,10.03,,,14.1
11/07/2022,St. Bonaventure,71,St. Francis (PA),58,13,16.76,16.83,16.83,16.83,16.83,11.28,15.5,14.7,23,4.08,20.39,18.8,0,20.8,7.84,,,,4,,,19.44,,,14.3
11/07/2022,St. John's,97,Merrimack,72,20.5,19.19,18.32,18.32,18.32,18.32,12.71,23.5,17.76,20,3.37,27.66,17.4,0,21.5,17.81,,,,4,,,21.67,,,19.7
11/07/2022,St. Mary's,78,Oral Roberts,70,9.5,12.65,12.89,12.89,12.89,12.89,3.04,10.5,16.31,18,3.47,14.7,13.2,0,13,10.76,,,,4,,,12.47,,,11.4
11/07/2022,St. Peter's,73,NJIT,59,8,13.28,9.52,9.52,9.52,9.52,15.82,10.5,11.58,25,5.04,18.03,12.6,0,19.6,7.46,,,,4,,,13.49,,,11
11/07/2022,Stanford,88,Pacific,78,15.5,16.58,18.29,18.29,18.29,18.29,15.16,18.5,13.16,18,2.43,17.72,13.3,0,18,15.11,,,,4,,,12.36,,,19.6
11/07/2022,Syracuse,90,Lehigh,72,17,20.05,20.18,20.18,20.18,20.18,15.91,20,23.6,21,3.17,24.93,18.3,0,21.3,12.65,,,,4,,,22.65,,,19.6
11/07/2022,TCU,73,Arkansas Pine Bluff,72,35,31.43,32.7,32.7,32.7,32.7,24.76,36,35.59,,4.5,40.4,28.6,0,33.1,23.77,,,,4,,,29.28,,,30.9
11/07/2022,Temple,73,Wagner,76,16,10.54,16,16,16,16,-1.12,17,9.07,10,5.33,13.37,6.6,0,3.6,8.16,,,,4,,,10.43,,,12.9
11/07/2022,Tennessee,75,Tennessee Tech,43,36,28.71,30.88,30.88,30.88,30.88,26.43,31.5,28.51,32,3.04,32.87,25,0,27.5,23.37,,,,4,,,24.91,,,29.1
11/07/2022,Texas,72,UTEP,57,22.5,19.24,19.76,19.76,19.76,19.76,14.46,23.5,21.4,16,2.88,24.6,15.7,0,19.8,20.69,,,,4,,,16.27,,,22.1
11/07/2022,Texas A&M,87,Louisiana-Monroe,54,20,20.22,19.46,19.46,19.46,19.46,18.42,21,22.59,24,2.33,24.2,17.5,0,22.2,17.45,,,,4,,,18.01,,,20.6
11/07/2022,Texas Tech,73,Northwestern St.,49,28,29.48,29.14,29.14,29.14,29.14,22.88,32,32.17,32,4.49,38.24,29.3,0,33.3,20.18,,,,4,,,31.06,,,27.5
11/07/2022,Toledo,85,Valparaiso,70,13,10.74,8.4,8.4,8.4,8.4,12.62,13.5,11.6,15,2.54,10.88,9.8,0,13.1,12.67,,,,4,,,6.86,,,13.5
11/07/2022,Towson,67,Albany-NY,62,16,13.21,11.13,11.13,11.13,11.13,12.83,14.5,11.12,18,3.11,18.64,13.1,0,17.6,10.24,,,,4,,,10.25,,,15.4
11/07/2022,Tulane,89,MD Baltimore Co,67,17,12.82,13.05,13.05,13.05,13.05,9.83,17.5,9.27,13,2.68,19.56,11.4,0,12.2,12.9,,,,4,,,10.29,,,16
11/07/2022,UAB,111,Alabama St.,70,26,23.17,24.61,24.61,24.61,24.61,19.97,28,26.01,28,3.72,28.13,24.1,0,23.3,16.71,,,,4,,,18.7,,,17.8
11/07/2022,UC San Diego,71,Seattle,85,-2.5,-3.33,-4.06,-4.06,-4.06,-4.06,1.87,-3.5,-2.76,-5,1.95,-4.55,-3.5,0,-6,-1.62,,,,4,,,-3.53,,,-2
11/07/2022,UCLA,76,CS Sacramento,50,25,26.1,25.64,25.64,25.64,25.64,21.35,24,29.29,28,4.42,33.72,27.5,0,32.4,16.81,,,,4,,,24.51,,,23.2
11/07/2022,UNLV,66,Southern,56,14,12.7,14.33,14.33,14.33,14.33,4.93,12.5,12.83,17,3,14.98,13.4,0,11.8,10.23,,,,4,,,12.37,,,10.3
11/07/2022,USC,61,Florida Gulf Coast,74,18,16.54,18.78,18.78,18.78,18.78,11.91,22,21.45,12,3.66,20.59,16.6,0,14.9,9.1,,,,4,,,17.09,,,16.2
11/07/2022,Utah,89,LIU Brooklyn,48,22.5,16.82,20.39,20.39,20.39,20.39,10.28,22.5,21.51,10,4.8,22.98,12.9,0,9.6,18.09,,,,,,,14.3,,,17.4
11/07/2022,Utah St.,75,Utah Valley,58,9,10.66,10.14,10.14,10.14,10.14,9.93,10,13.99,10,1.62,12.5,10.9,0,9.6,7.83,,,,4,,,10.29,,,13
11/07/2022,VA Commonwealth,73,Manhattan,56,22.5,15.77,15.97,15.97,15.97,15.97,8.12,12.5,19.39,22,3.37,17.22,14.7,0,16.7,11.25,,,,4,,,15.2,,,16.6
11/07/2022,Vanderbilt,67,Memphis,76,-2.5,-1.29,-2.75,-2.75,-2.75,-2.75,-2.6,0,-3.23,0.01,1.91,-0.67,-2,0,-1,3.51,,,,4,,,0.45,,,-0.2
11/07/2022,Vermont,80,Brown,65,11.5,11.57,8.81,8.81,8.81,8.81,9.43,11,14.89,21,3.55,14.3,10.7,0,13.6,10.36,,,,4,,,10.1,,,10.8
11/07/2022,Villanova,81,La Salle,68,15,20.32,21.03,21.03,21.03,21.03,17.95,18,23.29,23,3.2,21.78,20.8,0,24.7,12.01,,,,4,,,18.67,,,17.9
11/07/2022,Virginia,73,NC Central,61,24,23.12,25.93,25.93,25.93,25.93,20.21,27,28.89,18,4.76,27.76,21.3,0,14.7,15.32,,,,4,,,23.5,,,27.1
11/07/2022,Virginia Tech,95,Delaware St.,57,34,33.31,32.45,32.45,32.45,32.45,26.69,37,36.3,34,4.03,41.02,36.1,0,34.5,25.43,,,,4,,,36.15,,,33.1
11/07/2022,Wake Forest,71,Fairfield,59,12,15.23,16.03,16.03,16.03,16.03,7.96,12.5,18.71,18,2.65,16.4,15.6,0,16,13.5,,,,4,,,13.77,,,13.9
11/07/2022,Washington,69,Weber St.,52,13.5,8.94,10.99,10.99,10.99,10.99,3.9,12,7.64,7,2.21,10.72,7.4,0,7,9.48,,,,4,,,8.9,,,10.2
11/07/2022,Washington St.,83,Texas St.,61,12,11.18,9.61,9.61,9.61,9.61,9.83,14,10.05,13,2.09,16.85,12,0,12.7,10.58,,,,4,,,10.54,,,11.3
11/07/2022,West Virginia,76,Mount St. Marys,58,17,17.35,20.79,20.79,20.79,20.79,8.69,16.5,18.68,13,3.64,19.22,16.8,0,15.8,14.54,,,,4,,,18.8,,,16.9
11/07/2022,Wichita St.,79,Central Arkansas,55,17,19.18,20.32,20.32,20.32,20.32,10.65,17.5,23.1,17,4.16,27.84,19.9,0,19.3,13.53,,,,4,,,17.69,,,19.1
11/07/2022,William & Mary,59,Navy,74,-2,-2.62,1.83,1.83,1.83,1.83,-4.17,-4,-4.3,-7,4.14,-6.39,-8.5,0,-9,-0.24,,,,4,,,-1.63,,,-0.2
11/07/2022,Wisconsin,85,South Dakota,59,12,15.51,17.09,17.09,17.09,17.09,9.04,13.5,18.88,14,2.99,16.37,17.7,0,17.1,9.99,,,,4,,,16.27,,,13.9
11/07/2022,Xavier,96,Morgan St.,73,23.5,23.84,26.69,26.69,26.69,26.69,19.92,22.5,25.67,17,3.58,27.71,22.4,0,21.4,19.29,,,,4,,,22.68,,,27.1
11/08/2022,Duquesne,91,Montana,63,3.5,2.73,1.73,1.67,1.68,1.75,0.19,5.5,4.79,-1,2.38,6.76,2.6,0,0.3,6.01,,,,4,,,4.17,,,4.8
11/08/2022,East Carolina,77,Mercer,75,-1,2.3,1.84,1.8,1.79,1.87,-4.13,-1.5,2.85,3,2.58,2.61,7.4,0,4.5,1.64,,,,4,,,4.08,,,0.7
11/08/2022,Georgetown,99,Coppin St.,89,18.5,17.87,21.77,22.78,21.9,21.54,12.55,17.5,16.97,15,4.35,25.51,13.4,0,12.6,14.25,,,,22,,,16.98,,,17.1
11/08/2022,Hartford,70,Sacred Heart,77,-6.5,3.31,1.05,0.96,0.96,1.07,3.65,2,5.59,8,2.53,2.96,5.4,0,4.7,-0.66,,,,4,,,5.72,,,3.6
11/08/2022,Providence,66,Rider,65,13,16.05,17.89,18.46,18.46,17.7,7.61,15,18.17,18,3.18,15.45,16.9,0,18.2,12.44,,,,4,,,15.54,,,13.8
11/08/2022,Purdue,84,Wisconsin-Milwaukee,53,25,25.67,25.08,25.93,25.93,24.8,22.61,28,20.38,28,4.51,33.11,27.4,0,32.8,17.04,,,,4,,,28.13,,,22.5
11/08/2022,San Jose St.,63,Georgia Southern,48,3,1.81,0.28,0.16,0.17,0.31,0.24,4,4.65,-1,3.02,1.9,4,0,0.4,10.29,,,,4,,,1.88,,,0.3
11/08/2022,South Carolina,80,South Carolina St.,77,24,21.45,24.41,25.23,25.23,24.13,13.06,24,27.33,17,4.19,24.75,18.4,0,18.4,18.14,,,,4,,,20.82,,,21.9
11/09/2022,Boise St.,66,South Dakota St.,68,6.5,6.58,7.67,7.6,7.73,8.2,4.03,7.5,5.36,4,1.7,9.14,8.2,0,4.6,5.75,,,,5,,,6.3,,,7
11/09/2022,Drake,80,IUPUI,48,26,27.32,22.3,23.53,22.75,21.5,25.84,30,30.62,33,5.16,39.66,27.3,0,30.9,24.9,,,,18,,,24.45,,,28.4
11/09/2022,James Madison,106,Hampton,58,16,12.07,10.85,11.16,11.16,10.74,7.71,16.5,14.78,11,2.44,14.6,11.9,0,13.8,14.8,,,,4,,,8.85,,,15.5
11/09/2022,LSU,74,Mo Kansas City,63,22.5,20.59,20.04,20.71,20.72,19.78,14.23,22,21.16,18,3.55,28.91,18.3,0,21.6,18.96,,,,4,,,19.73,,,25.5
11/09/2022,Louisville,66,Bellarmine,67,8.5,12.32,17.51,18.09,18.09,17.29,4.51,13.5,18.16,6,5.47,15.4,10.3,0,7.2,4.29,,,,4,,,11.99,,,11.3
11/09/2022,Marist,73,American,69,2,6.31,5.1,5.19,5.19,5.07,0.51,2.5,7.36,6,3.32,9.62,10.1,0,13.6,3.23,,,,4,,,6.7,,,4.4
