date,home,hscore,road,rscore,line,lineavg,linesag,linesage,linesagp,linesaggm,linemoore,lineopen,linedok,linefox,std,linepugh,linedonc,neutral,linetalis,lineespn,linepir,linepiw,linepib,line7ot,lineer,linedd,linemassey,linedunk,lineround,lineteamrnks
11/07/2023,Baylor,88,Auburn,82,-1,1.05,,,,,-0.48,2.5,-0.37,1,1.68,2.11,,1,3,,,,,,,,3.02,,,-0.9
11/07/2023,Creighton,105,Florida A&M,54,36,35.5,,,,,30.61,31.5,42.81,36,4.48,39.02,,0,36.6,,,,,,,,32.48,,,31
11/07/2023,DePaul,74,IPFW,82,11,11.61,,,,,10.47,13,11.76,12,2.8,15.51,,0,6.3,,,,,,,,12.82,,,12.4
11/07/2023,Georgetown,94,Le Moyne,57,18.5,24.3,,,,,,19.5,17.05,,7.53,22.1,,0,36.8,,,,,,,,24.86,,,20.7
11/07/2023,Indiana,69,Florida Gulf Coast,63,11.5,17.53,,,,,12.51,13,23.24,19,3.37,17.35,,0,17.4,,,,,,,,18.38,,,14.8
11/07/2023,Iowa,110,North Dakota,68,19.5,23.45,,,,,23.82,19,28.06,18,3.33,24.08,,0,22.4,,,,,,,,26.49,,,21.3
11/07/2023,La Salle,67,Drexel,61,-3,0.65,,,,,0.48,-1,2.17,2,1.54,-1.55,,0,0.9,,,,,,,,1.83,,,-1.3
11/07/2023,Maryland,68,Mount St. Marys,53,20.5,23.08,,,,,16.91,22,25.37,22,3.02,26.11,,0,23.6,,,,,,,,23.75,,,23.8
11/07/2023,Massachusetts,92,Albany-NY,71,9,12.35,,,,,11.5,9,13.03,11,0.96,12.03,,0,13.8,,,,,,,,12.18,,,12.9
11/07/2023,Michigan,99,NC Asheville,74,11,16.34,,,,,11.53,12.5,22.82,13,4.48,20.19,,0,12.5,,,,,,,,19.72,,,14.6
11/07/2023,Nevada,77,CS Sacramento,63,13,16.07,,,,,18.33,12.5,17.27,12,2.1,15.39,,0,16.6,,,,,,,,15.41,,,17.5
11/07/2023,North Texas,83,Northern Iowa,77,4.5,11.53,,,,,10.76,3,14.32,18,4.46,7.83,,0,14.5,,,,,,,,10.48,,,4.8
11/07/2023,San Jose St.,72,UC Irvine,64,-3.5,-0.31,,,,,-2.74,1,-4.89,5,3.26,-1.13,,0,2.3,,,,,,,,0.36,,,-1.1
11/07/2023,St. John's,90,Stony Brook,74,18,20.39,,,,,16.93,18.5,22.43,19,2.45,24.45,,0,20.7,,,,,,,,19.42,,,19.8
11/07/2023,Vanderbilt,62,Presbyterian,68,18.5,20.41,,,,,17.97,19,18.29,23,2.04,18.99,,0,22,,,,,,,,22.25,,,20.4
11/08/2023,Drake,85,Lipscomb,70,15,13.23,,,,,11.58,13,14.45,16,2.58,15.92,,0,11.8,,,,,,,,8.96,,,13.9
11/08/2023,Loyola-Chicago,62,Florida Atlantic,75,-7,-10.99,,,,,-6.93,-3,-10.45,-19,5.3,-8.88,,1,-17.8,,,,,,,,-5.54,,,-8.3
11/08/2023,Mississippi St.,71,Arizona St.,56,3.5,2.62,,,,,7.62,6.5,2.66,0.01,2.77,3.1,,1,0.2,,,,,,,,0.37,,,4.4
11/08/2023,Ohio,88,Troy St.,70,9,7.04,,,,,8.28,8,6.86,8,1.92,6.93,,0,4,,,,,,,,5.41,,,9.8
11/08/2023,Pennsylvania,80,Bucknell,61,14,14.32,,,,,13.67,13.5,14.12,17,2.39,18.17,,0,12.3,,,,,,,,11.78,,,13.2
11/08/2023,SMU,90,Western Illinois,53,18,13.65,,,,,16.42,18,15.13,6,4.68,19.72,,0,8.8,,,,,,,,14.31,,,15.2
11/08/2023,San Diego,87,Jackson St.,61,-1,5.14,,,,,5.81,1,4.19,5,2.82,5.75,,0,7.2,,,,,,,,8.45,,,-0.4
11/08/2023,Santa Clara,77,Utah Tech,69,13,10.76,,,,,10.44,9.5,18.28,9,3.69,8.21,,0,6.9,,,,,,,,11.01,,,11.5
11/08/2023,Seattle,71,Prairie View,60,15,14.51,,,,,20.16,17,14.02,13,3.03,13.82,,0,14.3,,,,,,,,10.28,,,16
11/08/2023,Syracuse,89,Canisius,77,13,13.84,,,,,13.29,14,18.12,9,3.23,12.29,,0,12.5,,,,,,,,17.87,,,13.8
11/08/2023,Texas Tech,73,A&M-Commerce,46,25,27.04,,,,,21.15,23.5,35.79,25,4.99,29.45,,0,22.6,,,,,,,,29.57,,,25.7
11/08/2023,UNLV,71,Southern,85,20,17.8,,,,,18.98,18,15.63,17,2.88,22.67,,0,16.1,,,,,,,,14.34,,,19.9
11/09/2023,Charleston Southern,70,North Florida,81,3,0.87,,,,,3.24,2,-4.45,1,3.13,3.17,,0,1.3,4.88,,,,,,,-2.7,,,0.5
11/09/2023,Chicago St.,61,Mercer,66,-4,-3.59,,,,,-5,-2,-5.54,-1,4.07,-11.62,,0,-1.9,1.75,,,,,,,-4.42,,,-1
11/09/2023,Coppin St.,49,Towson,70,-18,-12.62,,,,,-13.69,-16,-14.88,-14,3.73,-20.27,,0,-10.8,-7.39,,,,,,,-10.17,-12.61,,-9.8
11/09/2023,Denver,97,Cal Poly SLO,76,8.5,3.6,,,,,2.9,6.5,5.58,3,2.28,0.2,,0,2.4,6.7,,,,,,,1.94,,,6.1
11/09/2023,Elon,79,East Tennessee St.,76,-1.5,-2.1,,,,,-0.03,-2,-2.84,-5,2.28,-5.76,,0,-1.8,0.45,,,,,,,-1.22,,,-0.6
11/09/2023,Florida International,65,Tarleton St.,82,5,3.12,,,,,4.07,6,2.64,-2,4.13,5.02,,0,-3.4,9.05,,,,,,,3.17,,,6.4
11/09/2023,Georgia Tech,88,Howard,85,10.5,13.15,,,,,9.89,12,19.29,8,4.13,16.46,,0,8,13.6,,,,,,,14.78,,,15.2
11/09/2023,Idaho,73,CS Northridge,76,-3,0.91,,,,,-2.63,-5,1.13,6,4.14,-5.56,,0,7.6,-1.83,,,,,,,1.42,2.45,,-0.4
11/09/2023,Iowa St.,102,Lindenwood,47,33,31.1,,,,,27.94,31,35.88,29,4.66,39.15,,0,29.3,23.54,,,,,,,34.32,30.31,,30.5
11/09/2023,Kent St.,108,James Madison,113,3,3.01,,,,,4.95,1,-0.14,6,3.02,-1.4,,0,2.5,5.76,,,,,,,5.83,,,0.6
11/09/2023,Michigan St.,74,Southern Indiana,51,31,25.7,,,,,24.91,27,28.89,25,2.43,24.29,,0,22.2,24.23,,,,,,,26.92,,,29.2
11/09/2023,Middle Tenn St.,67,Stephen F. Austin,62,3,5.29,,,,,4.72,2,8.04,7,1.74,5.78,,0,3,5.61,,,,,,,5.1,,,3.1
11/09/2023,Nebraska,81,Florida A&M,54,27,27.9,,,,,25.04,26,28.61,28,3.87,35.58,,0,27.4,23.5,,,,,,,24.04,31.98,,26.9
11/09/2023,North Alabama,83,Alabama A&M,67,11.5,9.05,,,,,11.08,12.5,7.83,6,2.1,6.35,,0,10.2,11.03,,,,,,,9.03,,,10.9
11/09/2023,Rhode Island,93,Fairfield,80,9.5,6.94,,,,,5.41,10,8.39,2,2.98,11.37,,0,3.5,8.09,,,,,,,8,6.01,,9.7
11/09/2023,SMU,78,Lamar,67,19,21.01,,,,,23.08,22,24.02,16,4.84,30.73,,0,17.5,19.79,,,,,,,17.02,,,19.9
11/09/2023,Sam Houston St.,73,Utah Valley,79,7.5,5.6,,,,,4.88,6,5.83,1,3.49,3.72,,0,6.9,10.34,,,,,,,1.87,,,10.3
11/09/2023,San Francisco,84,St. Francis (PA),52,28.5,21.84,,,,,23.07,24.5,23.36,18,2.02,23.55,,0,,20.77,,,,,,,21.11,,,23
11/09/2023,South Florida,96,South Carolina St.,52,20,18,,,,,11.28,18.5,21.32,18,3.6,23.16,,0,17.5,15.67,,,,,,,17.7,,,19.4
11/09/2023,St. Mary's,72,New Mexico,58,6.5,8.48,,,,,13.55,2.5,7.89,14,4.47,0.16,,0,9.4,5.1,,,,,,,9.76,,,8
11/09/2023,Stonehill,57,Army,44,0,-2.03,,,,,3.46,1,-2.37,-3,4.22,-9.94,,0,-4,2.83,,,,,,,-2.8,,,-0.4
11/09/2023,TCU,82,Nebraska Omaha,60,27,28.07,,,,,24.96,26,30.45,29,3.63,35.33,,0,28.1,23.88,,,,,,,26.12,,,26.7
11/09/2023,Tulane,88,Northwestern St.,71,16.5,15.05,,,,,20.47,17,15.71,8,3.98,16.71,,0,10.9,17.81,,,,,,,14.1,,,16.7
11/09/2023,UC Davis,79,Pepperdine,78,8,5.97,,,,,10.01,4.5,4.81,10,3.12,1.93,,0,7.4,4.83,,,,,,,2.22,,,6.6
11/09/2023,UC Santa Barbara,76,Portland St.,82,8,7.59,,,,,9.46,6,11.47,11,2.9,3.81,,0,6.8,3.97,,,,,,,6.81,,,7.4
11/09/2023,USC,85,CS Bakersfield,59,23.5,24.4,,,,,20.55,26,29.68,24,3.5,27.85,,0,22.7,19.2,,,,,,,22.48,27.01,,26.1
11/09/2023,Washington,75,Northern Kentucky,67,15,12.59,,,,,6.59,12.5,13.54,6,5.7,23.69,,0,9.1,12.91,,,,,,,12.04,10.5,,18.9
11/09/2023,Wichita St.,71,Western Kentucky,61,8,9.89,,,,,9.78,7,7.92,12,1.82,12.24,,0,9.8,10.7,,,,,,,6.95,,,9.7
11/09/2023,William & Mary,75,American,56,1.5,1.98,,,,,0.93,1.5,-0.57,6,2.16,1.51,,0,2.8,-0.19,,,,,,,3.74,,,1.6
11/10/2023,Akron,72,Southern Miss,54,7.5,10.09,,,,,17.08,5,13.45,11,3.81,7.03,,0,5,10.12,,,,4,,,7.96,,,9.1
11/10/2023,Alabama,102,Indiana St.,80,18.5,18.3,,,,,17.13,16.5,20.98,19,2.33,19.14,,0,20.7,13.76,,,,15,,,18.67,,,17
11/10/2023,Arkansas,86,Gardner Webb,68,25,20.21,,,,,20.49,24,23.61,17,2.73,24.13,,0,17.2,18.05,,,,14,,,19.9,,,21.3
11/10/2023,Auburn,86,SE Louisiana,71,24,24.32,,,,,17.12,23,30.8,25,3.93,25.58,,0,23.4,21.53,,,,11,,,25.97,,,25.2
11/10/2023,BYU,74,San Diego St.,65,2.5,0.69,,,,,1.64,2.5,-0.47,-1,2.92,2.99,,0,-2.9,3.95,,,,4,,,0.26,-3.27,,5
11/10/2023,Butler,91,SE Missouri St.,56,20,16.63,,,,,7.19,17.5,18.98,10,6.31,28.58,,0,13.5,20.62,,,,30,,,17.47,14.29,,19
11/10/2023,California,79,Pacific,87,11,6.63,,,,,7.17,6.5,14.03,1,4.19,6.15,,0,2.8,10.89,,,,23,,,4.94,,,6.1
11/10/2023,California Baptist,80,Jackson St.,66,9.5,11.47,,,,,8.2,8.5,11.99,15,3.35,15.5,,0,14.7,6.71,,,,19,,,10.24,,,9.4
11/10/2023,Cincinnati,93,Detroit,61,24,19.27,,,,,18.07,23,17.36,17,3.36,25.73,,0,15.9,19.2,,,,29,,,16.3,20.58,,23.3
11/10/2023,Citadel,71,Boston College,75,-9.5,-7.48,,,,,-7.78,-7.5,-8.55,-8,3.69,-8.97,,0,-6.3,0.93,,,,-15,,,-8.98,-12.96,,-6.7
11/10/2023,Colorado,95,Grambling St.,63,23,21.09,,,,,22.19,22.5,25.2,16,4.12,26.14,,0,16.1,17.35,,,,14,,,21.45,,,24.3
11/10/2023,Colorado St.,105,Wright St.,77,10.5,8.49,,,,,8.82,9,8.56,7,1.47,9.84,,0,7.3,7.1,,,,13,,,11.21,,,8.1
11/10/2023,Dartmouth,48,Umass Lowell,81,-5,-2.74,,,,,-0.28,-1.5,0.9,-6,3.39,-8.63,,0,-4.4,-1.02,,,,-5,,,0.4,,,-2.9
11/10/2023,Duke,73,Arizona,78,5,2.92,,,,,7.87,5,4.35,2,4.41,-5.17,,0,0.3,8.5,,,,5,,,1.14,,,4.4
11/10/2023,Duquesne,90,Charleston,72,-1.5,-5.3,,,,,-3.55,2.5,-5.56,-12,4.68,-2.77,,1,-6.9,-0.49,,,,4,,,-3.82,-13.05,,0.4
11/10/2023,Florida,70,Virginia,73,-1,-4.45,,,,,-0.86,-1,-4.03,-10,3.64,-8.16,,1,-3.3,-0.13,,,,4,,,-1.93,-8.87,,-2.8
11/10/2023,Florida St.,94,Kennesaw St.,67,11,7.78,,,,,2.49,11.5,15.34,-2,7.1,11.33,,0,-1.1,13.06,,,,4,,,8.11,,,15
11/10/2023,Furman,99,Belmont,76,6.5,6.56,,,,,9.04,6,8.56,4,2.24,7.2,,0,5.6,8.46,,,,6,,,2.91,,,6.7
11/10/2023,George Mason,67,Austin Peay,45,7,12.11,,,,,16.94,8,13.98,16,4.41,9.62,,0,14.3,3.54,,,,14,,,13.31,,,9.2
11/10/2023,Georgia,80,Wake Forest,77,2.5,-2.34,,,,,-10.4,2.5,1.04,-6,4.37,-2.89,,0,-2.8,2.62,,,,-4,,,-2.26,,,2
11/10/2023,Gonzaga,86,Yale,71,11.5,12.06,,,,,12.81,14.5,9.61,12,1.67,11.88,,0,11.2,10.96,,,,4,,,15.3,,,12.7
11/10/2023,Hofstra,67,Princeton,74,1.5,3.48,,,,,4.08,2,1.21,6,3.25,-3.57,,0,5.6,5.15,,,,-5,,,3.67,,,5.7
11/10/2023,Illinois,64,Oakland,53,24,20.65,,,,,17.42,20.5,22.15,19,2.42,21.78,,0,22,17.25,,,,26,,,21.88,,,23.7
11/10/2023,Illinois-Chicago,86,Arkansas-Little Rock,71,5.5,5.37,,,,,8.21,4.5,4.65,4,1.7,2.83,,0,6.3,7.55,,,,-10,,,4.72,5.16,,4.9
11/10/2023,Iona,88,Sacred Heart,81,9.5,16.68,,,,,10.47,7.5,22.01,19,5.49,18.35,,0,24.9,9.8,,,,-10,,,16.82,,,12.1
11/10/2023,Iowa,98,Alabama St.,67,32.5,31.86,,,,,28.79,26,34.04,30,2.7,35.82,,0,31.1,28.46,,,,27,,,32.9,35.03,,30.6
11/10/2023,Kansas,99,Manhattan,61,36,31.42,,,,,33.48,33.5,33.77,32,3.59,36.62,,0,29.4,23.6,,,,17,,,30.79,31.32,,31.8
11/10/2023,Kansas St.,83,Bellarmine,75,16.5,21.49,,,,,14.71,19,25.07,23,4.81,29.71,,0,21.5,15.39,,,,,,,19.46,24.91,,19.7
11/10/2023,Kentucky,81,A&M-Commerce,61,29,30.62,,,,,23.24,28,42.32,29,6.95,39.99,,0,25.3,22.24,,,,,,,32.05,32.12,,29.3
11/10/2023,LIU Brooklyn,67,Air Force,82,-6.5,-10.15,,,,,-3,-9,-8.1,-12,5.35,-16,,0,-19,-4.96,,,,,,,-9.36,,,-8.8
11/10/2023,LSU,66,Nicholls St.,68,20.5,17.55,,,,,17.01,23,17.78,14,4.04,24.89,,0,11.3,14.99,,,,31,,,17.69,18.63,,21.7
11/10/2023,Liberty,71,NC Charlotte,59,4.5,5.17,,,,,5.46,4.5,5.91,7,1.58,4.37,,1,6.9,4.85,,,,-9,,,2.08,,,4.8
11/10/2023,Louisville,71,Chattanooga,81,3.5,0.75,,,,,-2.5,5,2.56,-5,3.89,2.62,,0,-3.2,1.08,,,,1,,,4.81,,,5.6
11/10/2023,Marquette,95,Rider,65,24.5,22.28,,,,,18.97,22.5,28.48,21,2.86,22.97,,0,20.9,22.87,,,,13,,,20.42,,,22.6
11/10/2023,Marshall,62,Radford,66,3.5,5.35,,,,,2.99,1.5,7.02,4,1.58,7.72,,1,5.9,5.51,,,,13,,,5.48,,,4.2
11/10/2023,Maryland,61,Davidson,64,11,9.31,,,,,6.9,10,5.98,9,2.63,11.55,,1,12.7,9.6,,,,10,,,6.64,,,12.1
11/10/2023,Miami-Florida,88,Central Florida,72,10,9.23,,,,,15.72,8,8.43,11,3.64,8.81,,0,6.2,4.67,,,,4,,,5.13,12.67,,10.4
11/10/2023,Michigan,92,Youngstown St.,62,16.5,16.81,,,,,21.23,16.5,21.07,14,3.99,19.5,,0,11.8,10.57,,,,30,,,19.96,16.27,,16.9
11/10/2023,Minnesota,102,Texas San Antonio,76,12,12.02,,,,,14.31,13,13.97,9,1.94,13.48,,0,10.5,10.51,,,,9,,,11.38,,,13
11/10/2023,Mississippi,75,Eastern Washington,64,14.5,9.45,,,,,9.32,9.5,8.25,4,4.2,13.05,,0,4.8,15.21,,,,28,,,8.72,6.54,,15.2
11/10/2023,Missouri,55,Memphis,70,2,0.12,,,,,0.09,1.5,-4.49,-1,2.85,3.33,,0,0.6,1.98,,,,5,,,-0.9,-2.89,,4.4
11/10/2023,Murray St.,78,Tennessee Tech,72,12,11.85,,,,,16.99,16,12.78,6,3.63,13.06,,0,7.2,12.2,,,,17,,,12.01,,,14.6
11/10/2023,NC Greensboro,94,North Carolina A&T,78,22,18.37,,,,,11.91,22,20.02,24,6.72,30.05,,0,16.7,12.95,,,,18,,,10.37,,,21
11/10/2023,Navy,68,Temple,75,-6.5,-3.82,,,,,-4.25,-8,-2.8,3,3.54,-10.07,,0,-1.2,-3.78,,,,-18,,,-6.08,-4.17,,-5
11/10/2023,North Carolina St.,84,Abilene Christian,64,10.5,10.53,,,,,8.16,10.5,10.41,10,1.99,6.72,,0,12.9,12.23,,,,1,,,11.58,11.38,,11.4
11/10/2023,Northwestern,71,Dayton,66,5,5.2,,,,,1.21,5.5,4.07,7,2.24,2.65,,0,8,6.21,,,,6,,,4.71,7.12,,5.8
11/10/2023,Ohio St.,66,Texas A&M,73,1.5,-0.3,,,,,-3.29,1,-1.47,0.01,2.5,-3.99,,0,2.3,-0.83,,,,4,,,3.73,1.32,,-0.5
11/10/2023,Oklahoma,82,Miss Valley St.,43,35.5,34.03,,,,,28.6,32,41.23,31,6.28,44.21,,0,31,25.81,,,,29,,,36.37,,,34
11/10/2023,Oregon,75,Montana,61,16.5,17.35,,,,,15.88,17,21.77,16,2.26,19.22,,0,15.8,14.84,,,,16,,,17.56,,,17.7
11/10/2023,Oregon St.,81,Troy St.,80,7.5,4.72,,,,,3.27,7.5,4.48,-1,3.91,9.38,,0,-0.3,5.47,,,,19,,,8.05,,,8.4
11/10/2023,Penn St.,74,Lehigh,65,17.5,20.41,,,,,12.43,15.5,22.28,24,4.32,23.5,,0,22,15.78,,,,15,,,24.32,,,19
11/10/2023,Pittsburgh,89,Binghamton,60,17,20.93,,,,,13.56,17.5,23.87,19,4.24,26.37,,0,21.8,15.83,,,,26,,,20.99,25.44,,21.5
11/10/2023,Purdue,87,Morehead St.,57,30,26.5,,,,,22.84,28,30.72,20,7.05,42.13,,0,24.5,20.22,,,,29,,,25.45,22.13,,30.5
11/10/2023,Quinnipiac,74,Central Conn. St.,70,7.5,12.44,,,,,12.35,4.5,14.32,13,2.63,9.65,,0,17.5,9.31,,,,19,,,11.47,,,11.9
11/10/2023,Rice,76,Harvard,89,7.5,4.34,,,,,5.31,6.5,2.69,1,3.22,1.57,,0,2.7,9.46,,,,4,,,3.18,,,8.8
11/10/2023,Rutgers,69,Boston,45,22.5,20.7,,,,,18.86,20.5,21.68,19,1.97,23.45,,0,22.6,17.86,,,,11,,,21.47,,,20.7
11/10/2023,South Carolina,79,Virginia Tech,77,-6,-7.47,,,,,-10.56,0,-6.7,-6,2.13,-7.24,,1,-11.5,-7.44,,,,5,,,-6.58,-5.95,,-5.3
11/10/2023,South Dakota,100,UT Rio Grande Valley,79,0,-1.58,,,,,-1.59,0,4.42,-6,3.78,0.16,,1,-6.5,-3,,,,4,,,2.23,,,-2.4
11/10/2023,Southern Illinois,91,Queens,68,6.5,7.78,,,,,2.93,7.5,10.5,7,2.36,7.83,,0,6.8,9.06,,,,,,,9.92,,,8.2
11/10/2023,St. Joseph's PA,69,Pennsylvania,61,6,3.75,,,,,6.84,8.5,1.31,0.01,3.08,8.37,,0,1.7,1.55,,,,3,,,2.62,3.74,,7.6
11/10/2023,St. Thomas (Mn),54,Idaho St.,53,6,5.83,,,,,9.21,3.5,6.7,5,2.73,4.4,,0,5.4,9.34,,,,,,,0.86,,,5.7
11/10/2023,Stanford,91,CS Sacramento,73,16,17.38,,,,,17.48,16.5,17.63,17,1.39,15.87,,0,15.5,18.57,,,,27,,,16.41,19.97,,18
11/10/2023,Texas,86,Delaware St.,59,32.5,37.48,,,,,31.03,29,41.91,39,4.86,39.5,,0,38.8,30.46,,,,26,,,40.8,43.34,,32.5
11/10/2023,UAB,76,Clemson,77,-6.5,-2.96,,,,,-0.63,-6.5,-1.59,0.01,3.76,-6.99,,1,0.1,-6.86,,,,-15,,,-2.06,0.8,,-9.4
11/10/2023,UCLA,68,Lafayette,50,24.5,28.39,,,,,28.4,23.5,29.07,31,5.11,31.38,,0,30.2,16.16,,,,28,,,30.76,33.32,,25.2
11/10/2023,Utah,82,Cal Riverside,53,16.5,16.26,,,,,12.24,17.5,16.17,14,5.16,26.99,,0,13.3,13.37,,,,14,,,13.04,,,21
11/10/2023,VA Commonwealth,75,Samford,65,5,11.12,,,,,7.01,7,15.1,12,2.95,11.84,,0,12.5,7.57,,,,2,,,14.15,12.15,,7.8
11/10/2023,Valparaiso,56,IUPUI,66,3,11.22,,,,,8.95,4.5,17.96,12,3.8,7.12,,0,13.4,7.97,,,,4,,,14.13,,,8.2
11/10/2023,Vanderbilt,74,South Carolina Upstat,67,11.5,15.02,,,,,15.21,16,13.6,14,1.94,17.26,,0,15,11.37,,,,19,,,17.91,15.23,,15.6
11/10/2023,Villanova,83,Le Moyne,57,36.5,37.51,,,,,52.86,33.5,27.36,,10.09,40.33,,0,50.2,25.7,,,,,,,39.35,30.58,,33.7
11/10/2023,Washington St.,83,Prairie View,65,21,21.22,,,,,24.32,17.5,22.77,20,3.14,25.33,,0,21.1,14.39,,,,29,,,21.04,22,,20
11/10/2023,West Virginia,65,Monmouth,73,14,23.26,,,,,16.34,17,19.86,26,5.83,28.4,,0,31.5,13.8,,,,28,,,23.49,27.74,,22.2
11/10/2023,Wisconsin,70,Tennessee,80,-2,-2.09,,,,,0.5,0,-4.9,-4,2.82,-3.37,,0,-6.6,0.8,,,,4,,,-1.93,-0.92,,1.6
11/10/2023,Xavier,79,Jacksonville,56,15.5,19.34,,,,,18.36,18,20.32,19,1.44,22.02,,0,19.8,17.86,,,,14,,,19.68,,,17.7
11/11/2023,Arizona St.,63,Texas Southern,52,14.5,19.47,,,,,12.33,14.5,21.98,22,3.97,23.97,,0,22.4,15.72,,,,11,,,19.77,,,17.6
11/11/2023,Ball St.,73,Old Dominion,68,-3.5,3.45,,,,,-0.65,-1,4.87,9,3.34,2.17,,0,5.9,-0.82,,,,4,,,2.46,,,4.7
11/11/2023,Bowling Green,81,Arkansas St.,75,2,5.77,,,,,-0.06,2,5.79,3,4.37,15.31,,0,5.5,5.9,,,,28,,,5.93,,,4.8
11/11/2023,Bradley,72,Utah St.,66,5,0.62,,,,,7.09,5,-4.3,0.01,3.82,1.15,,0,-1.1,3.28,,,,12,,,-3.93,,,2.8
11/11/2023,Brown,75,Loyola-Maryland,77,10.5,10.71,,,,,12.24,10.5,9.88,11,1.39,10.6,,0,12.4,8.26,,,,4,,,9.91,12.17,,9.9
11/11/2023,Buffalo,56,South Alabama,70,-1,-0.57,,,,,-1.24,-3.5,2.95,-3,4.14,-9.21,,0,-0.2,2.26,,,,-11,,,3.68,,,0.2
11/11/2023,Central Michigan,64,Louisiana-Monroe,74,3,1.88,,,,,1.13,4,2.27,-2,2.76,5.13,,0,-0.8,5.79,,,,9,,,2.58,-0.96,,3.8
11/11/2023,Cleveland St.,82,Ohio,78,-1.5,-1.59,,,,,-2.72,0,-2.05,-2,2.59,-3.15,,0,-0.8,1.25,,,,-17,,,-2.25,-5.76,,3.2
11/11/2023,Columbia,75,Albany-NY,78,4,5.44,,,,,7.17,6.5,4.02,4,2.28,9.12,,0,4.5,5.73,,,,12,,,1.94,,,7
11/11/2023,Connecticut,107,Stonehill,67,38,38.1,,,,,30.97,34,37.16,42,7.96,50.93,,0,38.3,24.53,,,,,,,37.87,46.87,,34.3
11/11/2023,Creighton,89,North Dakota St.,60,26,24.19,,,,,17.67,22.5,28.15,23,4.36,32.75,,0,25,20.75,,,,30,,,21.66,24.62,,24.1
11/11/2023,DePaul,73,Long Beach St.,77,0,5.06,,,,,3.53,-1.5,7.01,9,3.01,0.73,,0,5.5,3.03,,,,10,,,8.78,,,2.9
11/11/2023,East Carolina,77,Campbell,63,13,5.54,,,,,-1.26,13.5,3.51,4,3.62,6.06,,0,5.2,8.87,,,,-10,,,7.53,,,10.4
11/11/2023,Eastern Michigan,70,Georgia Southern,60,-2,-2.5,,,,,1.84,-2,-4.99,-7,3.71,-2.95,,0,-4.1,3.92,,,,11,,,-0.87,-6.66,,-1.7
11/11/2023,Fordham,73,Cornell,78,1,2.49,,,,,2.04,0,3.16,7,2.81,-2.18,,0,3.2,-0.33,,,,15,,,4.49,,,2.5
11/11/2023,George Washington,95,William & Mary,89,10,10.47,,,,,9.2,10,11.83,10,3.81,18.87,,0,8.4,6.32,,,,2,,,7.94,13.45,,8.2
11/11/2023,Georgetown,67,Holy Cross,68,16,16.85,,,,,9.14,17,27.15,11,5.79,23.13,,0,13.7,13.31,,,,29,,,18.72,17.02,,18.5
11/11/2023,Houston,82,Texas A&M Corpus,50,35,29.33,,,,,30.15,31.5,32.24,24,4.66,38.68,,0,26.5,24.96,,,,14,,,28.92,,,29.2
11/11/2023,Jacksonville St.,79,Utah Tech,81,5,4.02,,,,,5.77,4.5,6.39,4,3.24,0.2,,0,-1.5,8.31,,,,,,,3.81,,,5.2
11/11/2023,Kent St.,79,Fresno St.,69,4,6.03,,,,,-0.42,1,8.12,9,4.04,1.94,,0,11.2,8.86,,,,9,,,3.23,,,6.3
11/11/2023,La Salle,79,Northeastern,74,4.5,7.4,,,,,5.15,5,5.75,10,3.04,9.48,,0,8.9,3.84,,,,3,,,5.19,12.96,,5.3
11/11/2023,Loyola-Chicago,89,Eastern Illinois,65,18.5,14.82,,,,,21.39,18,19.06,10,4.39,17.27,,0,8.3,11.01,,,,3,,,16.64,13.56,,16.2
11/11/2023,MD Baltimore Co,59,Marist,65,2,2.75,,,,,-1.27,2.5,5.23,-2,2.86,2.8,,0,5.5,3.89,,,,-8,,,3.22,,,4.6
11/11/2023,Miami-Ohio,65,Texas St.,75,-2,0.1,,,,,1.11,1,-2.87,1,1.71,-0.25,,0,1.5,2.52,,,,9,,,0.25,-2.06,,-0.3
11/11/2023,Mississippi St.,87,Tennessee-Martin,63,21.5,24.23,,,,,23.77,22.5,31.45,22,4.5,29.16,,0,19.2,18.41,,,,19,,,25.26,,,24.6
11/11/2023,Mount St. Marys,74,Coppin St.,60,16,13.75,,,,,17.92,15,13.62,15,3.95,20.51,,0,9.6,10.92,,,,11,,,7.87,14.26,,14
11/11/2023,NC Asheville,66,NC Wilmington,83,-2.5,1.52,,,,,-2.29,1,2.91,4,2.3,2.32,,0,4.2,0.55,,,,-5,,,-0.82,,,1.3
11/11/2023,NJIT,48,St. Peter's,75,-3.5,-4.32,,,,,-12.56,-1.5,-8.92,-4,4.78,-6.5,,0,1.9,2.01,,,,7,,,-3.12,-5.92,,-1.8
11/11/2023,Niagara,64,Bucknell,73,11,9.88,,,,,12.35,10.5,10.11,8,2.52,13.47,,0,6.8,10.77,,,,17,,,6.65,,,10.9
11/11/2023,North Texas,75,Nebraska Omaha,64,15,20.39,,,,,23.54,15,25,26,4.34,16.05,,0,21.5,16.01,,,,19,,,20.11,,,14.9
11/11/2023,Northern Illinois,91,Appalachian St.,78,-3.5,-1.78,,,,,-5.3,-3.5,0.91,-1,2.16,-3.12,,0,-3.7,-1.58,,,,-5,,,0.83,,,-1.3
11/11/2023,Notre Dame,61,Western Carolina,71,4.5,7.96,,,,,10.72,5.5,11.55,5,3.52,8.63,,0,6.6,4.61,,,,10,,,12.96,,,3.6
